Depth,NITRITE,NITRATE+NITRITE,AMMONIA,SILICATE,PHOSPHATE
20,0.08,6.21,0.09,2.75,0.48
30,0.08,6.26,0.08,2.82,0.53
40,0.08,6.24,0.06,2.77,0.5
60,0.08,6.21,0.04,2.73,0.51
0,0.07,6.08,0.09,2.75,0.45
10,0.07,6.1,0.08,2.8,0.51
20,0.07,6.3,0.07,2.82,0.5
30,0.07,6.28,0.06,2.77,0.49
40,0.07,6.34,0.03,2.78,0.54
60,0.07,6.25,0.04,2.76,0.52
0,0.18,6.22,0.08,2.62,0.64
10,0.18,6.32,0.11,2.73,0.63
20,0.19,6.32,0.09,2.64,0.61
30,0.18,6.32,0.07,2.8,0.65
40,0.18,6.32,0.16,2.85,0.61
60,0.16,5.51,0.08,2.31,0.52
0,0.2,6.3,0.36,2.55,0.56
10,0.19,6.42,0.16,2.75,0.57
20,0.19,6.46,0.14,2.71,0.58
30,0.18,6.35,0.07,2.67,0.66
40,0.18,6.35,0.09,2.67,0.56
60,0.18,6.32,0.09,2.71,0.63
0,0.27,5.81,0.35,2.03,0.53
10,0.27,5.87,0.33,2.04,0.56
20,0.27,5.94,0.33,2.17,0.61
30,0.27,5.91,0.32,2.24,0.59
40,0.27,5.82,0.33,2,0.54
60,0.25,5.74,0.31,2.01,0.57
0,0.28,5.85,0.41,2.06,0.56
10,0.28,5.94,0.34,2.18,0.54
20,0.28,5.98,0.3,2.21,0.58
30,0.28,5.99,0.34,1.99,0.55
40,0.28,5.95,0.33,1.97,0.61
0,0.26,4.5,0.12,1.44,0.5
10,0.28,4.88,0.11,1.62,0.51
30,0.29,5.03,0.23,1.86,0.66
40,0.3,5.19,0.25,1.79,0.63
60,0.33,5.62,0.21,1.9,0.6
0,0.28,4.85,0.25,1.57,0.51
10,0.28,4.87,0.09,1.63,0.5
20,0.29,5,0.14,1.69,0.5
30,0.29,5.07,0.14,1.64,0.55
40,0.3,5.22,0.19,1.6,0.49
60,0.32,5.62,0.21,1.94,0.59
0,0.16,2.07,0.54,0.51,0.33
10,0.17,2.18,0.53,0.53,0.35
20,0.2,2.74,0.6,0.53,0.37
30,0.19,2.63,0.87,0.51,0.48
40,0.18,2.7,0.63,0.6,0.48
60,0.18,2.75,0.63,0.54,0.44
0,0.16,2.21,0.51,0.61,0.36
10,0.16,2.18,0.5,0.63,0.38
20,0.2,2.68,0.58,0.56,0.42
30,0.2,2.79,0.83,0.48,0.4
40,0.2,2.94,0.6,0.54,0.42
60,0.16,2.53,0.56,0.6,0.4
10,0,0.07,0.24,0.48,0.28
20,0,0.05,0.36,0.49,0.31
30,0.01,0.18,0.45,0.69,0.39
60,0.04,0.39,0.91,0.65,0.38
0,0,0.16,0.29,0.47,0.27
20,0,0.12,0.31,0.48,0.29
30,0,0.2,0.5,0.63,0.37
40,0.04,0.41,1.12,0.68,0.37
60,0.04,0.36,1.01,0.78,0.38
0,0,0.05,0.11,0.26,0.31
30,0.01,0.14,0.42,0.21,0.28
40,0.01,0.17,0.43,0.23,0.27
60,0.01,0.16,1.08,0.36,0.31
0,0,0.05,0.15,0.14,0.13
10,0,0.25,0.32,0.18,0.3
20,0,0.13,0.46,0.22,0.22
40,0.01,0.14,0.46,0.2,0.22
60,0.01,0.14,1.07,0.32,0.38
0,0,0.02,0.36,0.26,0.16
10,0,0.09,0.27,0.28,0.18
20,0.01,0.09,0.37,0.45,0.41
30,0.01,0.17,0.72,0.44,0.37
60,0.02,0.18,0.76,0.68,0.47
20,0.02,0.23,0.32,0.55,0.16
40,0.12,2.18,2.73,2.98,0.65
60,0.12,2.41,2.82,2.83,0.71
20,0,0.42,0.36,1.16,0.53
30,0.11,1.79,2.75,2.59,0.55
40,0.12,1.99,2.84,2.83,0.6
30,0.11,1.61,1.65,2.43,0.47
60,0.12,1.85,1.82,2.71,0.69
40,0.11,1.55,1.84,2.51,0.54
60,0.11,1.6,1.96,2.52,0.5
30,0.46,2.71,1.48,2.84,0.53
40,0.47,2.65,1.51,2.88,0.55
60,0.47,2.57,1.46,2.9,0.58
30,0.45,2.57,1.37,2.83,0.45
40,0.45,2.5,1.4,2.78,0.55
60,0.46,2.92,1.96,2.82,0.54
20,0.61,1.25,0.39,2.01,0.19
30,0.88,2.84,0.25,2.33,0.31
40,1.85,4.07,0.25,2.94,0.38
60,2.02,4.5,0.22,3.12,0.42
0,0.59,1.23,0.45,1.92,0.2
10,0.59,1.22,0.39,2.11,0.19
20,0.57,1.36,0.34,2.01,0.27
30,0.88,2.86,0.28,2.41,0.3
40,1.85,4.09,0.27,2.93,0.36
60,1.87,4.13,0.3,2.97,0.37
0,0.13,4.95,0.04,2.51,0.48
10,0.14,5.07,0,2.33,0.5
20,0.14,5.05,0,2.65,0.47
30,0.13,5.09,0.03,2.39,0.52
40,0.13,5.09,0.05,2.41,0.49
60,0.14,5.11,0,2.56,0.5
0,0.13,5.08,0.05,2.42,0.49
10,0.13,5.04,0.07,2.24,0.5
20,0.13,5.2,0.05,2.46,0.45
40,0.13,5.12,0.07,2.3,0.49
60,0.13,5.11,0,2.4,0.5
0,0.11,5.53,0,2.68,0.46
10,0.11,5.55,0,2.65,0.47
30,0.12,5.62,0,2.73,0.56
60,0.12,5.64,0,2.62,0.48
0,0.11,5.56,0,2.56,0.43
10,0.11,5.6,0,2.71,0.45
30,0.11,5.64,0,2.64,0.54
60,0.11,5.63,0,2.66,0.48
0,0.09,5.52,0,2.92,0.47
10,0.09,5.73,0,2.98,0.48
20,0.1,5.75,0,3.1,0.49
30,0.09,5.76,0,2.91,0.48
40,0.09,5.7,0,3.36,0.49
60,0.1,5.65,0,2.94,0.49
0,0.09,5.59,0,3.05,0.46
10,0.08,5.75,0,3.12,0.48
20,0.09,5.78,0,2.76,0.48
30,0.09,5.74,0,2.9,0.48
40,0.09,5.7,0,3.12,0.48
60,0.09,5.73,0,3.04,0.49
0,0.11,1.76,0.95,0.68,0.32
10,0.1,1.7,1.03,0.67,0.36
20,0.11,2.18,0.82,0.8,0.41
30,0.11,2.18,1.3,0.85,0.34
40,0.12,2.13,1.41,0.78,0.34
60,0.12,2.13,1.42,0.8,0.35
0,0.13,2.87,0.57,1.12,0.25
20,0.15,2.95,0.59,1.04,0.25
30,0.15,2.99,0.69,1.06,0.25
40,0.14,2.99,0.83,1.14,0.26
60,0.15,2.97,0.91,1.13,0.3
0,0.02,0.04,0.01,0.53,0.13
10,0.03,0.07,0.01,0.37,0.13
20,0.03,0.07,0.04,0.52,0.16
30,0.1,1.9,1.46,1.14,0.39
40,0.11,2.07,1.68,1.27,0.48
60,0.11,2.26,1.72,1.32,0.46
0,0,0,0.41,0.54,0.03
10,0.09,0.96,0.61,0.55,0.05
20,0.11,1.27,1.51,0.6,0.15
30,0.25,3.34,2.88,1.07,0.36
40,0.25,3.36,2.88,1.13,0.33
60,0.25,3.42,2.89,1.24,0.36
0,0,0,0,0.86,0
10,0,0,0,0.87,0
20,0.09,0.16,0,1.46,0.02
30,1.79,4.91,0.82,3.22,0.33
40,1.44,4.3,1.37,3.4,0.34
60,1.4,4.22,1.45,3.33,0.34
0,0,0,0.24,0.32,0.03
10,0,0,0.22,0.3,0.03
20,0.26,1.14,0.28,1.53,0.07
30,1.62,6.42,0.2,2.88,0.35
40,1.65,6.54,0.21,2.88,0.37
60,1.65,6.55,0.19,2.91,0.37
0,0,0,0.12,0.18,0.04
10,0,0,0.12,0.18,0.05
20,0.16,4.21,0.11,2.65,0.25
30,0.08,6.01,0.12,3.05,0.34
40,0.09,6.22,0.11,3.11,0.37
60,0.12,6.18,0.13,3.21,0.38
0,0,0,0.17,1.57,0.06
10,0,0,0.18,1.83,0.07
20,0,0,0.21,2.09,0.07
30,0.03,0.16,0.69,1.93,0.09
40,0.09,5.48,0.1,3.51,0.36
60,0.09,5.59,0.11,3.53,0.36
0,0,0,0.09,1.64,0.04
10,0,0,0.1,1.64,0.05
20,0,0.09,0.1,1.57,0.07
30,0.18,4.08,0.09,2.63,0.3
40,0.16,5.64,0.09,3.64,0.38
60,0.18,5.84,0.09,3.79,0.4
0,0.86,3.03,0.16,2.61,0.24
10,0.9,3.12,0.18,2.66,0.26
20,0.91,3.2,0.16,2.66,0.26
30,0.92,3.27,0.13,2.64,0.26
40,0.93,3.35,0.11,2.69,0.27
60,0.92,3.48,0.09,2.7,0.27
0,0.69,3.94,0,3.09,0.28
10,0.7,3.95,0,3.18,0.28
20,0.7,3.95,0,3.11,0.29
30,0.69,3.92,0,3.27,0.28
40,0.69,3.93,0,3.35,0.29
60,0.69,3.92,0,3.15,0.29
0,0.22,5.54,0.13,3.49,0.41
10,0.23,5.53,0.13,3.47,0.42
20,0.22,5.53,0.14,3.66,0.42
30,0.22,5.53,0.17,3.4,0.42
40,0.22,5.54,0.19,3.57,0.43
60,0.22,5.55,0.18,3.63,0.43
0,0.12,5.65,0.11,3.33,0.45
10,0.09,5.65,0.1,3.36,0.44
20,0.09,5.69,0.09,3.36,0.45
30,0.09,5.64,0.11,3.18,0.46
40,0.09,5.6,0.11,3.19,0.45
60,0.09,5.7,0.1,3.24,0.45
0,0.07,5.33,0.05,3.14,0.41
10,0.08,5.52,0.06,3.17,0.41
20,0.08,5.53,0.08,3.21,0.42
30,0.08,5.58,0.05,3.3,0.41
40,0.07,5.44,0.06,3.25,0.41
60,0.08,5.4,0.1,3.07,0.41
0,0.06,6.23,0.06,2.35,0.49
10,0.07,6.27,0.09,2.35,0.48
20,0.07,6.31,0.01,2.34,0.52
30,0.08,6.41,0.09,2.29,0.54
40,0.06,6.3,0.06,2.28,0.56
60,0.06,6.35,0.06,2.31,0.5
0,0.21,7.51,0.28,2.25,0.47
10,0.21,7.51,0.27,2.19,0.48
20,0.22,7.63,0.26,2.28,0.48
30,0.22,7.79,0.27,2.32,0.5
40,0.23,7.7,0.27,2.28,0.51
0,0.24,5.68,0.07,1.33,0.47
10,0.24,5.68,0.07,1.33,0.46
20,0.24,5.66,0.08,1.32,0.46
30,0.24,5.65,0.06,1.33,0.47
40,0.24,5.64,0.06,1.34,0.46
60,0.24,5.57,0.06,1.32,0.46
0,0.21,4.51,0,0.69,0.42
10,0.21,4.51,0,0.67,0.41
20,0.22,4.51,0,0.68,0.41
30,0.22,4.52,0,0.65,0.41
40,0.22,4.58,0.04,0.68,0.4
60,0.23,4.58,0.05,0.74,0.46
0,0.15,2.23,0.37,0.51,0.31
10,0.13,2.33,0.37,0.52,0.31
20,0.15,2.33,0.37,0.53,0.31
40,0.15,2.45,0.38,0.53,0.34
60,0.15,2.46,0.39,0.51,0.3
0,0.17,1.83,0.25,2.54,0.19
10,0.05,0.12,0.1,1.66,0.15
20,0.08,0.93,0.17,0.84,0.13
30,0.18,2.86,0.6,0.74,0.23
40,0.17,2.83,0.65,0.67,0.24
60,0.16,2.84,0.78,0.73,0.27
0,0.06,0.25,0.51,0.47,0.09
10,0.06,0.25,0.53,0.61,0.09
20,0.07,0.3,0.6,0.47,0.12
30,0.07,0.3,0.57,0.53,0.11
40,0.07,0.31,0.63,0.47,0.11
60,0.07,0.31,0.58,0.47,0.1
0,0,0,0.08,0.38,0.03
10,0,0,0.09,0.37,0.03
20,0.1,0.63,0.08,0.56,0.04
30,0.13,1.64,0.66,0.53,0.09
40,0.06,0.67,1.27,0.71,0.14
60,0.04,0.41,1.18,0.72,0.14
0,0,0,0,0.26,0.02
10,0.01,0.02,0,0.25,0.03
20,0,0,0.06,0.32,0.03
30,0.02,0.02,0.28,0.94,0.03
40,0.11,1.39,1.56,1.43,0.19
60,0.12,1.4,1.76,1.55,0.21
0,0,0,0,0.39,0.04
10,0,0,0,0.39,0.04
20,0.13,1.85,1.36,1.39,0.18
40,0.14,1.93,2.4,2.28,0.27
60,0.14,1.93,2.43,2.43,0.27
0,0,0,0,0.64,0.03
10,0,0,0,0.64,0.03
20,0.02,0.14,0.21,1.39,0.09
30,0.27,2.48,2.03,2.54,0.25
40,0.28,2.52,2.08,2.58,0.27
60,0.29,2.58,2.15,2.59,0.27
0,0,0,0.08,1.32,0.04
10,0,0,0.08,1.33,0.06
20,0.12,0.18,0.28,1.6,0.07
30,0.8,2.72,2.08,2.87,0.28
40,0.77,2.91,2.32,3.12,0.3
60,1.01,3.08,2.01,3.07,0.29
0,0.17,0.24,0.14,1.93,0.08
10,0.17,0.24,0.13,1.85,0.08
20,0.31,0.54,0.45,2.24,0.1
30,0.88,1.45,1.29,3.12,0.17
40,1.1,1.64,1.23,3.13,0.17
60,2.24,3.23,0.54,3.77,0.22
30,1.44,3.07,0.16,2.81,0.26
40,1.49,3.38,0,2.76,0.27
60,1.55,3.9,0,3.14,0.27
0,0.03,0.04,0.15,2.01,0.06
10,0.02,0.04,0.18,2.1,0.06
20,0.03,0.09,0.18,2.32,0.06
30,0.13,4.01,0.18,1.95,0.35
40,0.13,4.46,0.19,2.24,0.35
60,0.12,4.44,0.19,2.24,0.36
0,0.07,5.62,0.09,3.38,0.39
10,0.07,5.49,0.09,3.12,0.4
20,0.07,5.98,0.08,3.42,0.44
30,0.07,5.58,0.07,3.04,0.42
40,0.08,5.62,0.12,3.26,0.5
60,0.08,5.4,0.11,2.87,0.41
0,0.11,5.12,0,3.22,0.45
10,0.11,5.17,0,3.34,0.45
20,0.12,5.18,0,3.31,0.47
30,0.12,5.16,0,3.29,0.46
40,0.12,5.19,0,3.29,0.47
60,0.12,5.19,0,3.36,0.47
0,0.17,5.59,0.09,2.68,0.44
10,0.16,5.58,0.1,2.67,0.44
20,0.17,5.62,0.09,2.65,0.44
30,0.17,5.63,0.11,2.59,0.45
40,0.17,5.64,0.09,2.58,0.44
60,0.19,5.65,0.11,2.58,0.44
0,0.11,1.83,0,0.34,0.27
10,0.12,1.88,0,0.34,0.25
20,0.11,1.85,0,0.34,0.25
30,0.12,1.9,0,0.33,0.25
40,0.12,2.12,0.09,0.44,0.28
60,0.12,2.12,0.04,0.44,0.26
0,0.02,0.1,0.41,0.55,0.19
10,0.02,0.12,0.4,0.52,0.21
20,0.02,0.12,0.45,0.54,0.2
30,0.03,0.32,0.5,0.44,0.21
40,0.03,0.35,0.53,0.54,0.25
60,0.04,0.33,0.58,0.52,0.23
0,0,0.04,0.3,0.33,0.09
10,0,0,0.34,0.32,0.09
20,0,0.07,0.32,0.28,0.09
30,0.02,0.21,0.69,0.62,0.16
40,0.03,0.22,0.84,0.62,0.18
60,0.03,0.22,0.84,0.68,0.2
0,0,0,0,0.36,0.04
10,0,0,0.07,0.37,0.05
30,0.06,0.76,1.77,0.99,0.18
40,0.06,0.8,1.78,1.01,0.19
60,0.06,0.8,1.71,1.01,0.2
0,0,0,0,0.37,0
10,0,0,0,0.41,0
20,0,0.03,0,0.33,0
30,0.1,1.47,2.91,1.34,0.28
40,0.1,1.47,2.91,1.33,0.28
60,0.1,1.51,2.92,1.28,0.29
0,0,0,0.18,0.61,0.03
10,0,0,0.2,0.6,0.03
20,0,0.02,0.2,0.56,0.03
30,0.15,1.29,2.75,1.96,0.31
40,0.16,1.48,2.94,2.11,0.33
60,0.18,1.51,2.93,2.08,0.33
10,0.02,0.17,0.17,0.76,0.07
20,0.17,0.42,0.34,0.77,0.11
30,1.27,3.05,1.35,1.39,0.33
40,0.57,2.41,2.2,2.48,0.38
60,0.57,2.15,2.09,2.49,0.35
0,0.01,0.08,0.08,1.88,0.12
10,0.06,0.32,0.09,2.04,0.16
20,1.7,3.08,0.09,2.04,0.27
30,2.28,4.46,0.08,2.35,0.34
40,2.88,4.87,0,2.8,0.37
60,2.9,5.39,0.11,3.04,0.39
0,0.01,0.08,0.13,0.46,0.06
10,0.01,0.09,0.14,0.44,0.1
20,0.04,0.43,0.15,0.52,0.17
30,0.03,5.2,0.14,2.84,0.37
40,0.03,5.46,0.12,2.99,0.39
60,0.04,5.38,0.13,3.16,0.4
0,0.01,0.07,0.24,0.9,0.13
10,0.01,0.07,0.27,0.77,0.12
20,0.01,0.14,0.26,0.86,0.15
30,0.03,0.46,0.3,0.99,0.18
40,0.1,5.65,0.23,3.92,0.46
60,0.11,5.77,0.22,4.49,0.48
0,0.08,4.72,0.12,2.99,0.43
10,0.08,4.77,0.13,3.02,0.43
20,0.09,4.84,0.17,3.03,0.45
30,0.08,4.87,0.19,3.03,0.43
40,0.09,4.83,0.17,2.99,0.45
60,0.08,4.81,0.16,2.94,0.43
0,0.06,5.01,0.09,3.04,0.52
10,0.06,5.02,0.09,3.13,0.46
20,0.06,5.01,0.15,3.5,0.45
30,0.06,5.02,0.2,3,0.49
40,0.06,5.03,0.3,2.96,0.49
60,0.06,5.01,0.1,3.11,0.52
0,0.03,4.74,0.28,2.6,0.47
10,0.03,4.8,0.29,2.61,0.48
20,0.03,4.79,0.29,2.59,0.45
30,0.03,4.79,0.28,2.63,0.44
40,0.03,4.82,0.28,2.64,0.45
60,0.03,4.86,0.28,2.64,0.47
0,0.11,5.6,0.23,3.09,0.49
10,0.11,5.24,0.23,3.22,0.49
20,0.11,5.9,0.27,3.19,0.51
30,0.11,5.61,0.33,3.03,0.51
40,0.11,4.71,0.24,2.43,0.46
60,0.11,4.54,0.3,2.44,0.42
0,0.19,4.79,0.27,2.22,0.44
10,0.19,4.82,0.28,2.29,0.45
20,0.19,4.79,0.23,2.29,0.45
30,0.19,4.81,0.29,2.17,0.44
40,0.19,4.79,0.25,2.12,0.44
60,0.2,4.5,0.29,1.93,0.43
0,0.37,4.17,0.26,1.72,0.39
10,0.38,4.18,0.27,1.81,0.39
20,0.38,4.18,0.26,1.74,0.39
30,0.38,4.21,0.33,1.65,0.39
40,0.37,4.2,0.26,1.71,0.39
60,0.37,4.19,0.26,1.61,0.39
0,0.4,3,0.32,1.28,0.33
10,0.42,3.13,0.41,1.18,0.33
20,0.44,3.27,0.4,1.19,0.34
30,0.45,3.41,0.34,1.37,0.35
40,0.45,3.38,0.36,1.44,0.35
60,0.46,3.52,0.38,1.36,0.35
20,0.07,0.79,0.68,0.72,0.3
30,0.12,0.96,1.2,1.05,0.29
40,0.13,1,1.21,1.01,0.3
60,0.14,1.02,1.21,0.99,0.29
0,0.02,0.12,0.1,0.42,0.1
10,0,0.05,0.13,0.38,0.1
20,0.05,0.39,1.32,0.87,0.25
30,0.05,0.46,1.53,1.13,0.24
40,0.05,0.47,1.55,1.08,0.25
60,0.05,0.45,1.53,1.08,0.24
0,0,0.08,0.2,0.62,0.13
10,0,0.09,0.17,0.55,0.11
20,0.01,0.11,0.34,0.83,0.22
30,0.14,1.63,1.4,1.23,0.3
40,0.15,1.55,1.81,1.53,0.43
60,0.15,1.49,1.81,1.51,0.46
0,0,0.04,0.11,0.82,0.06
10,0,0.04,0.13,1.08,0.06
20,0,0.06,0.23,1.6,0.04
30,0.02,0.15,0.44,2.02,0.07
40,0.05,0.41,1.18,2.36,0.13
60,0.16,1.09,1.99,2.66,0.26
0,0,0.04,0.1,0.43,0.07
10,0,0.03,0,0.4,0.07
20,0,0.04,0,0.45,0.11
30,0.02,0.16,0.08,0.85,0.13
40,0.12,0.84,1.86,1.78,0.28
60,0.15,1.1,2.13,2,0.31
0,0.01,0.03,0.16,0.21,0.06
10,0,0.05,0.32,0.07,0.06
20,0.14,1.26,1.4,1.11,0.23
30,0.19,1.82,2.27,1.47,0.32
40,0.19,1.82,2.13,1.55,0.32
60,0.19,1.82,2.11,1.63,0.37
0,0,0.04,0.2,1.74,0.12
10,0,0.05,0.2,1.7,0.11
20,0.89,3.25,0.3,4.13,0.36
30,0.97,3.81,0.2,4.38,0.44
40,0.93,4.24,0.17,4.56,0.38
60,1.02,5.18,0.22,4.75,0.43
0,0,0,0,2.29,0.07
10,0,0.03,0,2.05,0.07
20,0,0.03,0,2.03,0.1
30,0.14,4.31,0.1,4.01,0.39
40,0.14,4.5,0.03,4.13,0.43
60,0.14,4.54,0.05,4.04,0.45
0,0.14,4.72,0.28,3.22,0.44
10,0.16,5.88,0.41,4.35,0.48
20,0.15,4.72,0.22,3.19,0.45
30,0.14,4.63,0.25,3.13,0.46
40,0.14,4.66,0.2,3.18,0.45
60,0.15,4.63,0.19,3.19,0.46
0,0.07,5.5,0.14,2.51,0.49
10,0.08,4.84,0.08,2.4,0.46
20,0.09,5.23,0.07,2.54,0.48
30,0.08,4.77,0.05,2.34,0.45
40,0.08,5.05,0.06,2.49,0.46
60,0.08,5.06,0.06,2.7,0.57
0,0.31,4.32,0.22,1.69,0.31
10,0.3,4.37,0.19,1.85,0.33
20,0.32,4.37,0.16,1.83,0.35
30,0.32,4.4,0.2,1.88,0.34
40,0.32,4.38,0.23,2.06,0.34
60,0.32,4.45,0.2,1.83,0.34
0,0,0,0,0.6,0.03
10,0,0.03,0,0.57,0.05
20,0,0.03,0,0.61,0.08
30,0.15,1.62,1.46,1.86,0.29
40,0.15,1.7,1.46,1.98,0.29
60,0.15,1.71,1.51,2.1,0.28
0,0,0.05,0.31,0.4,0
10,0,0.05,0.36,0.39,0
20,0,0.06,0.33,0.58,0
30,0.15,1.39,1.59,1.9,0.2
40,0.16,1.52,1.82,1.72,0.21
60,0.15,1.42,1.65,1.79,0.23
0,0,0,0.05,0.31,0.04
10,0,0,0.07,0.33,0.04
20,0,0,0.08,0.47,0.04
30,0.17,1.26,1.71,1.53,0.21
40,0.17,1.31,1.72,1.57,0.22
60,0.18,1.35,1.84,1.6,0.23
0,0,0,0.3,1.23,0.08
10,0,0,0.32,1.23,0.1
20,0,0,0.24,1.32,0.11
30,0.19,1.82,2.2,2.51,0.32
40,0.2,1.87,2.19,2.88,0.37
60,0.19,1.8,2.27,3.01,0.43
0,0,0,0.13,1.09,0
10,0,0,0.14,1.07,0.02
20,1.31,2.57,0.26,2.57,0.13
30,1.7,3.55,0.17,2.81,0.2
40,1.69,3.75,0.15,2.94,0.22
60,2,3.9,0.14,3.19,0.25
0,0,0,0.19,1.02,0.06
10,0,0,0.2,1.02,0.06
20,0.01,0.04,0.22,1.31,0.05
30,1.21,3.25,0.25,1.53,0.06
40,1.32,4.19,0.26,3.37,0.29
60,1.29,4.28,0.31,3.44,0.28
0,0.67,3.09,0.43,3.81,0.23
10,0.66,3.17,0.34,3.55,0.26
20,0.68,2.58,0.47,3.35,0.28
30,0.69,2.96,0.38,3.58,0.26
40,0.69,3.6,0.33,3.4,0.28
60,0.51,4.1,0.57,3.31,0.28
0,0.07,4.68,0.32,2.87,0.34
10,0.07,4.69,0.35,3.01,0.36
20,0.08,4.73,0.35,2.95,0.34
30,0.08,4.74,0.21,3.19,0.36
40,0.07,4.75,0.22,3.1,0.41
60,0.08,4.74,0.27,2.96,0.35
0,0.1,6.58,0.43,2.97,0.4
10,0.11,6.62,0.56,2.94,0.42
20,0.12,7.04,0.55,3.14,0.45
30,0.12,6.64,0.54,2.98,0.41
40,0.11,6.65,0.49,2.99,0.42
60,0.11,6.63,0.62,2.94,0.42
0,0.15,5.94,0.83,2.78,0.41
10,0.16,6.05,0.84,2.76,0.41
20,0.16,6.07,1.01,2.79,0.41
30,0.16,6.09,1.06,2.77,0.41
40,0.15,6.11,1.06,2.79,0.41
60,0.15,6.1,0.85,2.78,0.41
